Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727792018	2727792018	9.97068965517241e-08	5.783e-09	20	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792018/Ramlibacter_MAG/2727792018_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792018/Ramlibacter_MAG/2727792018_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793264	2727793264	1.08033898305085e-07	6.374e-09	8	47	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793264/Ramlibacter_MAG/2727793264_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793264/Ramlibacter_MAG/2727793264_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792802	2727792802	1.27133333333333e-07	7.628e-09	20	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792802/Ramlibacter_MAG/2727792802_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792802/Ramlibacter_MAG/2727792802_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793425	2727793425	1.34032786885246e-07	8.176e-09	6	50	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793425/Ramlibacter_MAG/2727793425_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793425/Ramlibacter_MAG/2727793425_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791111	2727791111	1.375e-07	8.525e-09	10	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791111/Ramlibacter_MAG/2727791111_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791111/Ramlibacter_MAG/2727791111_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794331	2727794331	1.52634920634921e-07	9.616e-09	16	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794331/Ramlibacter_MAG/2727794331_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794331/Ramlibacter_MAG/2727794331_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792308	2727792308	1.6625e-07	1.064e-08	16	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792308/Ramlibacter_MAG/2727792308_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792308/Ramlibacter_MAG/2727792308_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792369	2727792369	1.67538461538462e-07	1.089e-08	16	32	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792369/Ramlibacter_MAG/2727792369_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792369/Ramlibacter_MAG/2727792369_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790997	2727790997	1.84545454545455e-07	1.218e-08	20	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790997/Ramlibacter_MAG/2727790997_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790997/Ramlibacter_MAG/2727790997_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791400	2727791400	1.9910447761194e-07	1.334e-08	15	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791400/Ramlibacter_MAG/2727791400_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791400/Ramlibacter_MAG/2727791400_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791820	2727791820	2.53382352941176e-07	1.723e-08	13	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791820/Ramlibacter_MAG/2727791820_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791820/Ramlibacter_MAG/2727791820_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794458	2727794458	3.61594202898551e-07	2.495e-08	16	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794458/Ramlibacter_MAG/2727794458_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794458/Ramlibacter_MAG/2727794458_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790672	2727790672	3.78e-07	2.646e-08	20	20	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790672/Ramlibacter_MAG/2727790672_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790672/Ramlibacter_MAG/2727790672_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793274	2727793274	4.43380281690141e-07	3.148e-08	16	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793274/Ramlibacter_MAG/2727793274_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793274/Ramlibacter_MAG/2727793274_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791493	2727791493	4.87222222222222e-07	3.508e-08	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791493/Ramlibacter_MAG/2727791493_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791493/Ramlibacter_MAG/2727791493_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793092	2727793092	5.00547945205479e-07	3.654e-08	16	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793092/Ramlibacter_MAG/2727793092_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793092/Ramlibacter_MAG/2727793092_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791984	2727791984	5.94324324324324e-07	4.398e-08	16	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791984/Ramlibacter_MAG/2727791984_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791984/Ramlibacter_MAG/2727791984_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793314	2727793314	6.488e-07	4.866e-08	16	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793314/Ramlibacter_MAG/2727793314_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793314/Ramlibacter_MAG/2727793314_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792298	2727792298	6.48947368421053e-07	4.932e-08	16	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792298/Ramlibacter_MAG/2727792298_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792298/Ramlibacter_MAG/2727792298_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790706	2727790706	7.30519480519481e-07	5.625e-08	8	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790706/Ramlibacter_MAG/2727790706_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790706/Ramlibacter_MAG/2727790706_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791835	2727791835	1.01794871794872e-06	7.940e-08	14	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791835/Ramlibacter_MAG/2727791835_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791835/Ramlibacter_MAG/2727791835_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792530	2727792530	1.05784810126582e-06	8.357e-08	16	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792530/Ramlibacter_MAG/2727792530_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792530/Ramlibacter_MAG/2727792530_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793272	2727793272	1.1969512195122e-06	9.618e-08	8	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793272/Ramlibacter_MAG/2727793272_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793272/Ramlibacter_MAG/2727793272_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792312	2727792312	1.1969512195122e-06	9.722e-08	7	28	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792312/Ramlibacter_MAG/2727792312_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792312/Ramlibacter_MAG/2727792312_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794134	2727794134	1.1969512195122e-06	9.815e-08	14	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794134/Ramlibacter_MAG/2727794134_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794134/Ramlibacter_MAG/2727794134_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791302	2727791302	1.43734939759036e-06	1.193e-07	6	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791302/Ramlibacter_MAG/2727791302_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791302/Ramlibacter_MAG/2727791302_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792659	2727792659	1.50357142857143e-06	1.263e-07	12	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792659/Ramlibacter_MAG/2727792659_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792659/Ramlibacter_MAG/2727792659_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793889	2727793889	1.64588235294118e-06	1.399e-07	15	20	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793889/Ramlibacter_MAG/2727793889_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793889/Ramlibacter_MAG/2727793889_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793448	2727793448	1.68604651162791e-06	1.450e-07	16	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793448/Ramlibacter_MAG/2727793448_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793448/Ramlibacter_MAG/2727793448_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792814	2727792814	2.05402298850575e-06	1.787e-07	13	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792814/Ramlibacter_MAG/2727792814_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792814/Ramlibacter_MAG/2727792814_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792472	2727792472	2.51590909090909e-06	2.214e-07	16	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792472/Ramlibacter_MAG/2727792472_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792472/Ramlibacter_MAG/2727792472_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791937	2727791937	2.53483146067416e-06	2.256e-07	16	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791937/Ramlibacter_MAG/2727791937_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791937/Ramlibacter_MAG/2727791937_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792318	2727792318	2.76222222222222e-06	2.486e-07	14	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792318/Ramlibacter_MAG/2727792318_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792318/Ramlibacter_MAG/2727792318_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792350	2727792350	2.81208791208791e-06	2.559e-07	16	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792350/Ramlibacter_MAG/2727792350_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792350/Ramlibacter_MAG/2727792350_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792537	2727792537	3.17608695652174e-06	2.922e-07	12	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792537/Ramlibacter_MAG/2727792537_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792537/Ramlibacter_MAG/2727792537_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792300	2727792300	3.18510638297872e-06	2.990e-07	20	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792300/Ramlibacter_MAG/2727792300_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792300/Ramlibacter_MAG/2727792300_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791254	2727791254	3.18510638297872e-06	2.994e-07	7	37	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791254/Ramlibacter_MAG/2727791254_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791254/Ramlibacter_MAG/2727791254_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794451	2727794451	3.68229166666667e-06	3.520e-07	13	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794451/Ramlibacter_MAG/2727794451_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794451/Ramlibacter_MAG/2727794451_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790775	2727790775	3.68229166666667e-06	3.535e-07	16	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790775/Ramlibacter_MAG/2727790775_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790775/Ramlibacter_MAG/2727790775_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791812	2727791812	3.88144329896907e-06	3.765e-07	20	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791812/Ramlibacter_MAG/2727791812_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791812/Ramlibacter_MAG/2727791812_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791050	2727791050	4.48383838383838e-06	4.409e-07	15	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791050/Ramlibacter_MAG/2727791050_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791050/Ramlibacter_MAG/2727791050_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790936	2727790936	4.48383838383838e-06	4.439e-07	20	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790936/Ramlibacter_MAG/2727790936_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790936/Ramlibacter_MAG/2727790936_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
