Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727791949	2727791949	4.36753333333333e-06	1.715e-07	8	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791949/Ramlibacter_MAG/2727791949_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791949/Ramlibacter_MAG/2727791949_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792432	2727792432	4.75934426229508e-06	1.900e-07	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792432/Ramlibacter_MAG/2727792432_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792432/Ramlibacter_MAG/2727792432_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791053	2727791053	4.8871746031746e-06	2.001e-07	16	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791053/Ramlibacter_MAG/2727791053_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791053/Ramlibacter_MAG/2727791053_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790753	2727790753	4.8871746031746e-06	2.015e-07	12	42	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790753/Ramlibacter_MAG/2727790753_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790753/Ramlibacter_MAG/2727790753_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792342	2727792342	5.0591125e-06	2.119e-07	19	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792342/Ramlibacter_MAG/2727792342_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792342/Ramlibacter_MAG/2727792342_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794323	2727794323	6.59625846153846e-06	2.806e-07	10	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794323/Ramlibacter_MAG/2727794323_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794323/Ramlibacter_MAG/2727794323_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793335	2727793335	7.00101818181818e-06	3.024e-07	6	29	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793335/Ramlibacter_MAG/2727793335_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793335/Ramlibacter_MAG/2727793335_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792615	2727792615	7.03564179104478e-06	3.085e-07	20	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792615/Ramlibacter_MAG/2727792615_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792615/Ramlibacter_MAG/2727792615_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794168	2727794168	7.60629411764706e-06	3.385e-07	13	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794168/Ramlibacter_MAG/2727794168_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794168/Ramlibacter_MAG/2727794168_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791931	2727791931	8.33414857142857e-06	3.800e-07	15	59	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791931/Ramlibacter_MAG/2727791931_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791931/Ramlibacter_MAG/2727791931_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793910	2727793910	8.33414857142857e-06	3.818e-07	6	30	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793910/Ramlibacter_MAG/2727793910_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793910/Ramlibacter_MAG/2727793910_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791299	2727791299	8.77114444444444e-06	4.118e-07	19	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791299/Ramlibacter_MAG/2727791299_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791299/Ramlibacter_MAG/2727791299_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791686	2727791686	8.77114444444444e-06	4.133e-07	5	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791686/Ramlibacter_MAG/2727791686_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791686/Ramlibacter_MAG/2727791686_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791831	2727791831	9.10939178082192e-06	4.352e-07	20	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791831/Ramlibacter_MAG/2727791831_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791831/Ramlibacter_MAG/2727791831_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790911	2727790911	9.48185945945946e-06	4.592e-07	20	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790911/Ramlibacter_MAG/2727790911_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790911/Ramlibacter_MAG/2727790911_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793889	2727793889	1.03455786666667e-05	5.078e-07	15	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793889/Ramlibacter_MAG/2727793889_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793889/Ramlibacter_MAG/2727793889_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794092	2727794092	1.20772315789474e-05	6.007e-07	10	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794092/Ramlibacter_MAG/2727794092_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794092/Ramlibacter_MAG/2727794092_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792724	2727792724	1.23331428571429e-05	6.215e-07	16	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792724/Ramlibacter_MAG/2727792724_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792724/Ramlibacter_MAG/2727792724_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792319	2727792319	1.29860658227848e-05	6.682e-07	4	43	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792319/Ramlibacter_MAG/2727792319_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792319/Ramlibacter_MAG/2727792319_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792256	2727792256	1.29860658227848e-05	6.714e-07	5	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792256/Ramlibacter_MAG/2727792256_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792256/Ramlibacter_MAG/2727792256_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791576	2727791576	1.31981e-05	6.910e-07	8	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791576/Ramlibacter_MAG/2727791576_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791576/Ramlibacter_MAG/2727791576_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793904	2727793904	1.32785086419753e-05	7.039e-07	12	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793904/Ramlibacter_MAG/2727793904_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793904/Ramlibacter_MAG/2727793904_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791021	2727791021	1.33252780487805e-05	7.151e-07	20	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791021/Ramlibacter_MAG/2727791021_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791021/Ramlibacter_MAG/2727791021_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792541	2727792541	1.36065638554217e-05	7.391e-07	13	43	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792541/Ramlibacter_MAG/2727792541_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792541/Ramlibacter_MAG/2727792541_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793296	2727793296	1.37774666666667e-05	7.574e-07	16	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793296/Ramlibacter_MAG/2727793296_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793296/Ramlibacter_MAG/2727793296_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794157	2727794157	1.54221395348837e-05	8.586e-07	5	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794157/Ramlibacter_MAG/2727794157_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794157/Ramlibacter_MAG/2727794157_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791281	2727791281	1.54221395348837e-05	8.680e-07	8	36	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791281/Ramlibacter_MAG/2727791281_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791281/Ramlibacter_MAG/2727791281_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793558	2727793558	1.55364229885057e-05	8.846e-07	10	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793558/Ramlibacter_MAG/2727793558_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793558/Ramlibacter_MAG/2727793558_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794167	2727794167	1.61499181818182e-05	9.301e-07	16	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794167/Ramlibacter_MAG/2727794167_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794167/Ramlibacter_MAG/2727794167_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791607	2727791607	1.79754606741573e-05	1.047e-06	16	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791607/Ramlibacter_MAG/2727791607_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791607/Ramlibacter_MAG/2727791607_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792298	2727792298	1.87054065934066e-05	1.110e-06	16	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792298/Ramlibacter_MAG/2727792298_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792298/Ramlibacter_MAG/2727792298_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792315	2727792315	1.87054065934066e-05	1.114e-06	16	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792315/Ramlibacter_MAG/2727792315_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792315/Ramlibacter_MAG/2727792315_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792220	2727792220	2.11594782608696e-05	1.274e-06	4	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792220/Ramlibacter_MAG/2727792220_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792220/Ramlibacter_MAG/2727792220_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791872	2727791872	2.29035698924731e-05	1.394e-06	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791872/Ramlibacter_MAG/2727791872_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791872/Ramlibacter_MAG/2727791872_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791545	2727791545	2.33864421052632e-05	1.451e-06	18	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791545/Ramlibacter_MAG/2727791545_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791545/Ramlibacter_MAG/2727791545_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793813	2727793813	2.33864421052632e-05	1.454e-06	11	20	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793813/Ramlibacter_MAG/2727793813_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793813/Ramlibacter_MAG/2727793813_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793694	2727793694	2.52915833333333e-05	1.589e-06	19	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793694/Ramlibacter_MAG/2727793694_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793694/Ramlibacter_MAG/2727793694_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792310	2727792310	2.56364444444444e-05	1.632e-06	12	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792310/Ramlibacter_MAG/2727792310_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792310/Ramlibacter_MAG/2727792310_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790794	2727790794	2.56364444444444e-05	1.647e-06	12	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790794/Ramlibacter_MAG/2727790794_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790794/Ramlibacter_MAG/2727790794_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791060	2727791060	2.56364444444444e-05	1.661e-06	16	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791060/Ramlibacter_MAG/2727791060_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791060/Ramlibacter_MAG/2727791060_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791835	2727791835	2.66416633663366e-05	1.752e-06	14	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791835/Ramlibacter_MAG/2727791835_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791835/Ramlibacter_MAG/2727791835_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791265	2727791265	2.66416633663366e-05	1.761e-06	12	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791265/Ramlibacter_MAG/2727791265_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791265/Ramlibacter_MAG/2727791265_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
